72429,DAYTON,OH,US,39.9,-84.22
72432,EVANSVILLE,IN,US,38.05,-87.53
72433,SALEM-LECKRONE,IL,US,38.65,-88.97
72434,ST. LOUIS,MO,US,38.75,-90.37
72435,PADUCAH,KY,US,37.07,-88.77
72437,BLOOMINGTON,IN,US,39.13,-86.61
72438,INDIANAPOLIS,IN,US,39.73,-86.28
72439,SPRINGFIELD,IL,US,39.83,-89.67
72440,SPRINGFIELD,MO,US,37.23,-93.38
72445,COLUMBIA,MO,US,38.82,-92.22
72446,KANSAS CITY/INTL.,MO,US,39.32,-94.72
72450,WICHITA,KS,US,37.65,-97.43
72451,DODGE CITY,KS,US,37.77,-99.97
72452,MEDICINE LODGE,KS,US,37.3,-98.58
72455,EMPORIA,KS,US,38.33,-96.2
72456,TOPEKA,KS,US,39.07,-95.62
72458,CONCORDIA,KS,US,39.55,-97.65
72460,ELKHART,KS,US,37,-101.88
72462,ALAMOSA,CO,US,37.45,-105.87
72464,PUEBLO,CO,US,38.28,-104.52
72465,GOODLAND,KS,US,39.37,-101.7
72466,ENGLEWOOD/ARAPAHOE,CO,US,37.56,-104.83
72468,FORT CARSON/BUT,CO,US,38.68,-104.77
72469,DENVER,CO,US,39.75,-104.87
72470,PRICE,UT,US,39.62,-110.75
72472,BLANDING,UT,US,37.62,-109.47
72476,GRAND JUNCTION,CO,US,39.12,-108.52
72481,MERCED MUNICIPAL,CA,US,37.28,-120.51
72483,SACRAMENTO,CA,US,38.52,-121.5
72485,TONOPAH,NV,US,38.07,-117.08
72486,ELY,NV,US,39.28,-114.85
72488,RENO,NV,US,39.5,-119.77
72489,RENO,NV,US,39.57,-119.79
72491,MONTEREY NAF,CA,US,36.6,-121.85
72492,STOCKTON,CA,US,37.9,-121.25
72493,CONCORD/BUCHANAN,CA,US,37.98,-122.05
72494,SAN FRANCISCO,CA,US,37.62,-122.38
72501,BROOKHAVEN,NY,US,40.87,-72.86
72502,TETERBORO,NJ,US,40.85,-74.05
72503,NEW YORK/LA GUARDIA,NY,US,40.77,-73.9
72504,BRIDGEPORT,CT,US,41.17,-73.13
72506,NANTUCKET,MA,US,41.25,-70.07
72507,PROVIDENCE,RI,US,41.73,-71.43
72508,HARTFORD,CT,US,41.93,-72.68
72509,BOSTON/LOGAN,MA,US,42.37,-71.03
72511,LANCASTER,PA,US,40.13,-76.3
72512,PHILIPSBURG,PA,US,40.88,-78.08
72513,WILKES-BARRE,PA,US,41.33,-75.73
72514,WILLIAMSPORT,PA,US,41.25,-76.92
72515,BINGHAMTON,NY,US,42.22,-75.98
